name,category,subCategory,launched,deadline,result,backers,country,pledged,goal
City of Montréal Playing Card,Playing Cards,Games,2017/07/21,2017-08-23,canceled,3,Canada,57.56,3997.44
The Paradise Project,Festivals,Theater,2017/07/21,2017-08-21,failed,9,Canada,367.76,5596.42
THE BRISE PANT : A modern rock climbing pant.,Apparel,Fashion,2017/07/21,2017-08-20,successful,528,Canada,74363.61,7994.88
The Heroine Standard,Nonfiction,Publishing,2017/07/21,2017-08-20,failed,5,Canada,166.29,399.74
Vortex - Spinning Top,Product Design,Design,2017/07/21,2017-08-12,successful,38,Canada,3182.43,2370.23
Science and Philosophy Through The Lens of Video Games,Shorts,Film & Video,2017/07/20,2017-09-18,failed,3,Canada,24.45,6112.97
"ANIMAL HUNTERS: GO, CATCH 'EM ALL!",Games,Games,2017/07/20,2017-09-18,failed,5,Canada,44.01,4482.84
GAMA MICRON,Mobile Games,Games,2017/07/20,2017-09-02,failed,8,Canada,2697.94,47985.44
Muslim UFO Documentary,Documentary,Film & Video,2017/07/20,2017-08-19,failed,8,Canada,331.79,5596.42
Vinci Ring - The Refined Fidget Spinner,Product Design,Design,2017/07/20,2017-08-19,successful,124,Canada,15006.4,12791.81
ScalaQuest - a game to learn Scala,Software,Technology,2017/07/20,2017-08-19,successful,301,Canada,25023.19,17588.74
The Warrior: Weasel and Woodpecker Go To War,Art,Art,2017/07/20,2017-08-19,failed,5,Canada,100.74,3597.7
Predator and Wildlife Awareness,Nonfiction,Publishing,2017/07/20,2017-08-19,canceled,0,Canada,0,3997.44
2018 Sexy Robot Pin-Up Calendar,Illustration,Art,2017/07/20,2017-08-19,failed,22,Canada,1008.95,7195.39
V4value Brand,Mixed Media,Art,2017/07/20,2017-08-19,failed,1,Canada,0.8,3997.44
"NEPHILIM, In The Beginning",Fiction,Publishing,2017/07/19,2017-09-01,failed,2,Canada,88.42,4018.97
The Woodsmen - A Bigfoot Short Film,Horror,Film & Video,2017/07/19,2017-08-18,successful,101,Canada,11287.82,9085.88
Chevy's Mini Donut Emporium (Startup),Food Trucks,Food,2017/07/19,2017-08-18,failed,2,Canada,829.58,14221.38
Project to Rebuild,Fashion,Fashion,2017/07/19,2017-08-18,failed,0,Canada,0,3950.38
Hello Bonjour - Talk to a Foreigner,Apps,Technology,2017/07/19,2017-08-18,failed,1,Canada,0.79,27652.68
Vault Assault,Tabletop Games,Games,2017/07/19,2017-08-10,successful,247,Canada,15222.62,14081.18
STYLUX™ Eyewear / Lunettes,Wearables,Technology,2017/07/18,2017-08-27,canceled,7,Canada,704.12,16075.88
"El Cafecito Mobile Espresso Bar - 1 of 3, The Build",Food Trucks,Food,2017/07/18,2017-08-22,failed,3,Canada,100.74,5196.67
Luminous Echo: The Forgotten King extended campaign,Tabletop Games,Games,2017/07/18,2017-08-18,successful,196,Canada,12576.44,3950.38
Rainbow Raceway - Burning Man 2017,Art,Art,2017/07/18,2017-08-17,successful,109,Canada,6846.01,5412.02
(Cours) Guitar for kids / Guitare pour enfants!!! (Concert),Kids,Music,2017/07/18,2017-08-17,failed,0,Canada,0,11851.15
Navas Lab — Bamboo Hoody,Apparel,Fashion,2017/07/18,2017-08-17,canceled,106,Canada,11076.87,23702.3
Balzie the cat: ever.fun.game,Playing Cards,Games,2017/07/18,2017-08-17,canceled,35,Canada,429.8,2765.27
Dead Matter,Video Games,Games,2017/07/18,2017-08-17,successful,5452,Canada,225791.45,47404.6
TDC: Taryn's Dance Company,Dance,Dance,2017/07/18,2017-08-05,successful,27,Canada,15734.35,15733.17
PICO: The world's smallest Arduino board!,DIY Electronics,Technology,2017/07/17,2017-08-17,successful,513,Canada,20512.36,5135.5
What On Earth Are We Doing Here,Nonfiction,Publishing,2017/07/17,2017-08-17,failed,9,Canada,1415.03,3950.38
Grocery Story (a book by Jon Steinman),Nonfiction,Publishing,2017/07/17,2017-08-16,successful,219,Canada,26887.1,26645.33
Kttl,Technology,Technology,2017/07/17,2017-08-16,failed,0,Canada,0,7900.77
Batman vs Joker Stickers,Illustration,Art,2017/07/17,2017-08-11,successful,30,Canada,461.77,157.33
Inspirational Products,Publishing,Publishing,2017/07/17,2017-07-21,failed,0,Canada,0,1190.85
ForumHorn,Publishing,Publishing,2017/07/16,2017-08-30,failed,0,Canada,0,48.23
Startup Software and Video Game Development,Software,Technology,2017/07/16,2017-08-15,failed,2,Canada,27.65,67156.51
FAKE IT 'TIL YOU MAKE IT - APP,Apps,Technology,2017/07/16,2017-08-15,failed,3,Canada,19.75,7900.77
Gothic Tales of Haunted Love: A Comics Anthology,Anthologies,Comics,2017/07/15,2017-09-13,successful,873,Canada,27103.07,22581.36
Rolling Empires - The Fantasy Dice Building Game,Tabletop Games,Games,2017/07/15,2017-08-20,successful,524,Canada,30790.69,18388.23
Comic con projet,Crafts,Crafts,2017/07/15,2017-08-11,suspended,3,Canada,98.33,786.66
Back In Time LOGO Shirts with Doctor WHO,Apparel,Fashion,2017/07/15,2017-07-31,failed,6,Canada,143.97,5170.22
Boxes,Woodworking,Crafts,2017/07/15,2017-07-30,successful,5,Canada,338.05,67.61
Dragon Lady: A Memoir by Jane Goodwell,Nonfiction,Publishing,2017/07/14,2017-09-12,failed,2,Canada,17.3,2718.96
Power To The People,Drama,Film & Video,2017/07/14,2017-09-12,failed,2,Canada,1.65,61794.51
Zenkora: The Seven Eras,Music,Music,2017/07/14,2017-08-13,failed,39,Canada,4799.72,17223.67
3D Flower Kitten Lapel Pins,Accessories,Fashion,2017/07/14,2017-07-24,successful,11,Canada,205.69,79.73
GoCards - Exercise Playing Cards,Playing Cards,Games,2017/07/13,2017-09-11,successful,162,Canada,3444.01,823.93
Play Board Game Cafe,Tabletop Games,Games,2017/07/13,2017-08-13,failed,40,Canada,4109.19,7900.77
Cartoonify yourself & join our virtual city: Cartoontropolis,Illustration,Art,2017/07/13,2017-08-12,successful,69,Canada,6108.87,3950.38
Help us make a new episode of Babes: a Web Series!,Webseries,Film & Video,2017/07/13,2017-08-12,failed,9,Canada,312.08,3002.29
YOUTUBE HATES NELK,Comedy,Film & Video,2017/07/13,2017-08-12,failed,175,Canada,8640.28,19751.92
InFocus,Photo,Journalism,2017/07/13,2017-08-10,successful,82,Canada,5625.39,5506.61
Bramble Hill Farm year-round salad production!,Farms,Food,2017/07/12,2017-08-21,successful,61,Canada,4808.92,3997.44
Afraid of Naked: Startup Brand,Apparel,Fashion,2017/07/12,2017-08-11,failed,0,Canada,0,7866.58
Feudal Feud - A Diplomacy MMO,Video Games,Games,2017/07/12,2017-08-11,successful,84,Canada,8318.91,7866.58
The Guide to Making Reckless Choices and Ruining Your Life,Nonfiction,Publishing,2017/07/12,2017-08-09,failed,0,Canada,0,39332.91
Enamel Pin: Stay the Course,Accessories,Fashion,2017/07/12,2017-08-01,failed,27,Canada,465.32,795.42
"Rebel Fashion : Get Casual, Funky or Dress with style!",Fashion,Fashion,2017/07/11,2017-09-09,failed,5,Canada,185.38,12358.9
Sortie de l'album Sooner Than You Think de Doux Poison,Music,Music,2017/07/11,2017-09-01,successful,26,Canada,514.43,401.9
Slide Rule Watch,Product Design,Design,2017/07/11,2017-08-25,successful,135,Canada,40499.68,39974.42
Noodle Pi - The Complete Raspberry Pi Pocket Computer,Technology,Technology,2017/07/11,2017-08-17,successful,100,Canada,10358.69,809.04
"Handcraft Whisky Stones to Keep Your Drink Colder, Longer.",Product Design,Design,2017/07/11,2017-08-10,failed,32,Canada,1971.37,15733.17
"Everyone, El Salvador",Graphic Design,Design,2017/07/11,2017-08-10,successful,177,Canada,12651.82,11799.87
Chris Daemen DJ Trillex007 Producer & Creator of EDM Music!!,Electronic Music,Music,2017/07/11,2017-08-10,failed,0,Canada,0,11799.87
Fully Renovated Open World RPG,Video Games,Games,2017/07/11,2017-08-10,successful,6,Canada,208.46,196.66
LMTS WATCHES - PUSH YOUR LIMITS,Accessories,Fashion,2017/07/10,2017-09-08,canceled,14,Canada,1237.69,41366.76
MNML Wallet - The World's Slimmest RFID Leather Wallet,Product Design,Design,2017/07/10,2017-09-08,successful,153,Canada,24302.97,20683.38
TailFins - The Next Step in Swim Fin Evolution,Product Design,Design,2017/07/10,2017-08-14,canceled,26,Canada,2710.75,39503.83
Bravo 867,Video Games,Games,2017/07/10,2017-08-09,failed,8,Canada,188.01,31466.33
Build your own Tiny House – a step-by-step video series,Architecture,Design,2017/07/10,2017-08-09,successful,138,Canada,13208.78,11799.87
The ZENNA NEOprene Backpack: the most Versatile with Style !,Product Design,Design,2017/07/10,2017-08-09,canceled,100,Canada,12502.36,23599.75
JJK WakaWaka Love Shoes,Footwear,Fashion,2017/07/10,2017-08-09,canceled,0,Canada,0,3933.29
Our Neighbourhood News,Print,Journalism,2017/07/10,2017-08-06,failed,0,Canada,0,3461.3
Not just a shirt. A movement to empower mamas.,Apparel,Fashion,2017/07/10,2017-07-31,successful,33,Canada,3352.69,1590.84
Moxy Magazine,Periodicals,Publishing,2017/07/09,2017-08-23,failed,4,Canada,307.8,9593.86
Android A.I. The Card Game,Tabletop Games,Games,2017/07/09,2017-08-08,canceled,3,Canada,59.79,3539.96
TayLin Threads designing fashion line 2018,Fashion,Fashion,2017/07/09,2017-08-08,failed,0,Canada,0,7866.58
Abomi Nation,Video Games,Games,2017/07/09,2017-07-30,canceled,26,Canada,1065.86,3977.09
S.A.G.A.'s White Lion Indie Movie Project Will Save Animals!,Thrillers,Film & Video,2017/07/08,2017-09-06,failed,3,Canada,112.52,12410027.3
The Like Button,Technology,Technology,2017/07/08,2017-08-12,canceled,6,Canada,199.1,7900.77
Bandanimals - Unleash Your Wild Side!,Accessories,Fashion,2017/07/08,2017-08-07,successful,255,Canada,7839.05,6293.27
WHYTES WATCHES / Exceptional mechanical timepieces,Product Design,Design,2017/07/08,2017-08-07,successful,165,Canada,38874.11,23599.75
Health with a Heart,Vegan,Food,2017/07/08,2017-08-07,failed,0,Canada,0,15733.17
Zephyr Ball: Charge Your Devices with a Game of Throw,Hardware,Technology,2017/07/07,2017-09-05,canceled,56,Canada,1300.38,8273.35
PRESIDENT TRUMP TWITTER WIFI WRIST WATCH WITH LIVE TWEETS :),Wearables,Technology,2017/07/07,2017-08-21,failed,6,Canada,347.78,3997.44
A Sustainable Future,Webseries,Film & Video,2017/07/07,2017-08-06,failed,1,Canada,7.87,4719.95
Broken Shoes: Dark Places,Country & Folk,Music,2017/07/07,2017-08-06,successful,21,Canada,947.92,865.32
Jacket Strap (J Strap),Accessories,Fashion,2017/07/07,2017-08-06,canceled,2,Canada,40.12,786.66
Pyreasure (The Pyramid's Treasure),Playing Cards,Games,2017/07/07,2017-08-06,failed,1,Canada,0.79,7866.58
Veggie Fitness,Publishing,Publishing,2017/07/07,2017-08-06,failed,0,Canada,0,31466.33
The Arctic Tube - Helping you Keep Cool and Hydrated too!,Product Design,Design,2017/07/07,2017-08-06,successful,101,Canada,2312.78,1966.65
Fidgi Spinz Therapeutic Fidget Devices,Gadgets,Technology,2017/07/07,2017-08-06,failed,10,Canada,533.35,10973.88
Now I Lay Me Down To Sleep,People,Photography,2017/07/07,2017-07-23,failed,7,Canada,427.33,19931.44
New Protokult album/video in the works.Canadian Folk Metal!,Metal,Music,2017/07/06,2017-09-04,successful,34,Canada,2055.93,1654.67
"Fantasy novel series Memoirs of Mylencia, Book 1 The old war",Publishing,Publishing,2017/07/06,2017-09-04,failed,10,Canada,802.52,8273.35
Simpo Chopsticks,Product Design,Design,2017/07/06,2017-08-07,successful,258,Canada,4811.2,2359.97
Pepper and Carrot Board Game,Tabletop Games,Games,2017/07/06,2017-08-05,successful,560,Canada,29166.14,19666.46
I Survived I Kissed Dating Goodbye,Documentary,Film & Video,2017/07/06,2017-08-05,successful,412,Canada,43610.42,38546.26
ZeroD20 Podcasts,Radio & Podcasts,Publishing,2017/07/06,2017-08-05,successful,42,Canada,1683.45,786.66
Sports podcast,Audio,Journalism,2017/07/06,2017-08-05,failed,0,Canada,0,196.66
Iwaoi Enamel Pins,Accessories,Fashion,2017/07/06,2017-07-21,failed,1,Canada,24.61,555.73
Un piano : 150 Pas,Performances,Dance,2017/07/05,2017-09-03,successful,31,Canada,1274.1,1241
WORLD LAND RECORD (Enthusiast Driving Monitoring App),Apps,Technology,2017/07/05,2017-09-03,failed,0,Canada,0,16546.7
Peanut-free Non-GMO tasty baru butter,Food,Food,2017/07/05,2017-09-03,failed,6,Canada,289.57,14892.03
Spring Fever,Comedy,Film & Video,2017/07/05,2017-08-04,successful,23,Canada,427.94,397.71
Marcus Starr Solo Album Funding Campaign,Blues,Music,2017/07/05,2017-08-04,successful,16,Canada,1228.92,1193.13
The Great Purge,Live Games,Games,2017/07/05,2017-07-30,failed,2,Canada,48.52,3977.09
el Gordo's Chili Oil will take over the world!,Small Batch,Food,2017/07/05,2017-07-25,failed,0,Canada,0,3986.29
BondicEVO™ Liquid Plastic Welder,Fabrication Tools,Technology,2017/07/04,2017-08-21,successful,6196,Canada,235749.68,35976.97
The Forgotten Void,Video Games,Games,2017/07/04,2017-08-03,successful,70,Canada,7300.35,7158.77
"Ken McCoy, Second Wind",Country & Folk,Music,2017/07/04,2017-08-03,failed,7,Canada,2760.1,9545.02
We Hide Mysteries Inside Our Wood And Resin Ring,Product Design,Design,2017/07/03,2017-08-03,successful,465,Canada,42487.27,5567.93
The Sanity Circus Volume One,Webcomics,Comics,2017/07/03,2017-08-02,successful,180,Canada,8058.38,4692.97
BOOK: When She Cheats,Publishing,Publishing,2017/07/03,2017-08-02,failed,2,Canada,59.66,19885.46
the Quiet Years,Music,Music,2017/07/02,2017-08-19,successful,35,Canada,1299.97,1199.23
Luke Maynard's New Album: Desolation Sound,Country & Folk,Music,2017/07/02,2017-08-15,successful,42,Canada,1441.1,1106.11
Katze vol.2,Comics,Comics,2017/07/02,2017-08-01,successful,62,Canada,2247.45,994.27
Bye Bye 2017... made in Gatineau,Comedy,Film & Video,2017/07/01,2017-08-26,failed,0,Canada,0,16075.88
I Remember a Lot of Octobers-Short Film,Shorts,Film & Video,2017/07/01,2017-08-21,canceled,3,Canada,31.98,1199.23
Song Production,Indie Rock,Music,2017/07/01,2017-07-31,failed,4,Canada,63.63,795.42
0-GLUTEN presents: Gluten free Jamaican patties,Vegan,Food,2017/07/01,2017-07-31,failed,4,Canada,98.63,7954.18
Revolutionary Bike Stem with Adjustable Handlebar Position,Product Design,Design,2017/07/31,2017-09-04,failed,21,Switzerland,3572,31722.87
TheFinder,Apps,Technology,2017/07/28,2017-09-06,failed,4,Switzerland,159.67,10574.29
RAJSR - Share travel equipment from locals,Apps,Technology,2017/07/27,2017-09-25,canceled,0,Switzerland,0,257615.1
KLYNT Genève - Swiss Creative watches,Product Design,Design,2017/07/26,2017-08-27,successful,79,Switzerland,73288.74,52093.1
Aroc Sports Sled | dynamic steering and true carving,Product Design,Design,2017/07/25,2017-09-03,failed,69,Switzerland,27575.63,58158.59
Pine Seekers - Online Multiplayer Bomberman,Video Games,Games,2017/07/24,2017-08-13,successful,17,Switzerland,568.96,520.07
The World's first Biocase for your Smartphone,Product Design,Design,2017/07/21,2017-08-27,failed,62,Switzerland,4203.91,50009.38
Day of the Dead Enamel Pin Collection,Art,Art,2017/07/20,2017-08-20,successful,48,Switzerland,2035.04,1866.06
Kampf gegen das Spießertum,Tabletop Games,Games,2017/07/17,2017-09-15,successful,296,Switzerland,22276.29,20841.37
Bespoke Wallets | Customized Premium Leather Wallets,Accessories,Fashion,2017/07/17,2017-08-21,canceled,19,Switzerland,3137.05,25917.48
Quickdating,Apps,Technology,2017/07/15,2017-08-14,failed,1,Switzerland,21.84,41605.56
"Calendar 2018 ""Pierangelo Boog"". Limited and signed edition!",Illustration,Art,2017/07/10,2017-08-09,successful,31,Switzerland,2398.72,1247.17
Luxury Watches Made in Germany - Manufaktur Waldhoff,Accessories,Fashion,2017/07/07,2017-08-26,successful,501,Switzerland,197537.15,8334.9
Next Level Swiss watch making - Multiply by Horage,Product Design,Design,2017/07/07,2017-08-23,successful,106,Switzerland,144822.26,92150.11
Mary Joseph,Textiles,Art,2017/07/07,2017-08-06,failed,0,Switzerland,0,23072.61
Reserva tu cancha,Web,Technology,2017/07/06,2017-07-16,failed,0,Switzerland,0,6320.85
SEQUENT: the world's first kinetic self-charging smart watch,Product Design,Design,2017/07/05,2017-08-09,successful,3981,Switzerland,1084340.53,83144.53
Red Rebane Purist Pro Fahrradrucksack/Fahrradtasche,Product Design,Design,2017/07/31,2017-09-14,successful,101,Germany,19156.37,14953.76
iOS Kernel Exploitation Training Course,Software,Technology,2017/07/31,2017-08-31,failed,233,Germany,14423.97,132443.71
"""Quiet and Calming"" - Fine Art Print Series",Places,Photography,2017/07/31,2017-08-30,successful,3,Germany,119.2,119.2
SAVE THE ART,Art,Art,2017/07/31,2017-08-30,successful,11,Germany,1789.58,1191.99
Lighane's Coloring Book: Mythical Creatures,Painting,Art,2017/07/30,2017-08-29,successful,113,Germany,4202.97,2979.99
Childish: New Art Collection,Art,Art,2017/07/30,2017-08-29,failed,12,Germany,650.83,15495.93
EVU (EinerVonUns) Free T-Shirts 4 the people,Fashion,Fashion,2017/07/29,2017-08-28,failed,1,Germany,1.19,11189.25
Convert MIDI files to Tabulature or Music Sheet w/ Fingering,Music,Music,2017/07/28,2017-08-27,failed,1,Germany,29.8,2979.99
Abonauten Gin Abonnement,Drinks,Food,2017/07/28,2017-08-27,successful,40,Germany,12270.39,11919.95
Wild West Printable Terrain,Tabletop Games,Games,2017/07/28,2017-08-27,successful,182,Germany,8583.55,357.6
Save Levi Wolffe - Save the Art,Art,Art,2017/07/27,2017-08-26,canceled,2,Germany,157.34,21455.9
Slegers & Koch - Handmade Luxury Leather Bags,Fashion,Fashion,2017/07/27,2017-08-26,canceled,15,Germany,15972.73,29799.86
ANIME INTO GERMANY,Film & Video,Film & Video,2017/07/27,2017-08-26,failed,2,Germany,83.44,5959.97
Moppelpop handmade baby portraits,Mixed Media,Art,2017/07/27,2017-08-10,failed,0,Germany,0,1411.8
AVIATOR | ULTIMATE SLIM WALLET:,Product Design,Design,2017/07/26,2017-08-25,successful,182,Germany,10581.19,7084.83
"Caelum - Photos from stratosphere. 2nd launch, 2nd funding.",Space Exploration,Technology,2017/07/26,2017-08-05,successful,35,Germany,1151.79,417.66
Games for Atari: 1977 to 1995,Video Games,Games,2017/07/25,2017-08-26,failed,214,Germany,18151.69,41719.81
Visions,Tabletop Games,Games,2017/07/25,2017-08-24,canceled,96,Germany,4164.7,10627.24
Anoncr,Apps,Technology,2017/07/24,2017-09-22,failed,3,Germany,19.14,119610.07
Gesellschaftsspiel - App - Projekt,Games,Games,2017/07/24,2017-08-18,failed,3,Germany,31.7,14674.98
3D marketplace for models and services,3D Printing,Technology,2017/07/23,2017-08-22,failed,3,Germany,135.79,23616.1
Sinus Melody Octave,Electronic Music,Music,2017/07/23,2017-08-21,canceled,0,Germany,0,590.4
20 new URBN LOVE cities for your city adventure love,Graphic Design,Design,2017/07/23,2017-08-14,successful,40,Germany,2110.85,587
