name,category,subCategory,launched,result,backers,country,pledged,goal,value
Doodle Dough - The Original Creative Fidgetware,Product Design,Design,2017/06/05,failed,32,Great Britain,1105.39,9730.53,1
Pixtape,World Music,Music,2017/05/30,failed,1,Great Britain,6.49,71357.21,1
"CHERNOBYLING: World's 1st Festival of UrbEx, Geocache & Art",Art,Art,2017/05/29,successful,68,Great Britain,3038.52,2576.64,1
ALEBRIJES SHORT FILM,Animation,Film & Video,2017/05/29,successful,70,Great Britain,10902.73,10768.45,1
The Expedition Jacket,Product Design,Design,2017/05/26,successful,52,Great Britain,34325.41,32435.1,1
"Fiction. Romantic Novel/Gritty, Sexy & Emotional Love Story",Fiction,Publishing,2017/05/09,failed,4,Great Britain,548.8,3243.51,1
The Crew of the Mother Hydra,Tabletop Games,Games,2017/06/27,successful,27,Great Britain,1596.62,967.26,1
Peer Gynt,Plays,Theater,2017/06/26,successful,97,Great Britain,6260.08,5158.69,1
2020Cam - The worlds leading High End Sports Action Camera,Photography,Photography,2017/06/16,successful,19,Great Britain,7073.86,6448.37,1
MonSTARS,Accessories,Fashion,2017/06/09,failed,1,Great Britain,1.29,967.26,1
Profanity The Game,Games,Games,2017/06/07,canceled,27,Great Britain,392.06,2321.41,1
"Character visualisation, creation and gaming identity",Tabletop Games,Games,2017/06/07,failed,0,Great Britain,0,6448.37,1
Keep Me! keepers - The World's Best Ring Holders,Product Design,Design,2017/06/07,successful,200,Great Britain,5573.97,3224.18,1
Tales of Autumn: Recording our first album,Music,Music,2017/06/07,successful,39,Great Britain,1427.67,1289.67,1
Gospel Album and Concert Presented by JBM,Faith,Music,2017/06/07,failed,0,Great Britain,0,1289.67,1
The Book Of Lucifer Publishing,Fiction,Publishing,2017/06/07,failed,3,Great Britain,141.86,38690.21,1
The Fallen,Video Games,Games,2017/06/07,failed,0,Great Britain,0,1289.67,1
Hasa Diga Eebowai - A musical theatre game for rude people,Playing Cards,Games,2017/06/07,failed,12,Great Britain,332.74,1934.51,1
COW --a rural tragicomedy with songs.,Plays,Theater,2017/06/07,successful,72,Great Britain,6538.65,6448.37,1
The Arcade Bar: Level Up!,Games,Games,2017/06/07,failed,15,Great Britain,422.61,6448.37,1
"Calendar - ""Our smile does not infect""",People,Photography,2017/06/07,failed,1,Great Britain,64.48,1289.67,1
Edfest - 2017: A Space Edyssey,Music,Music,2017/05/28,successful,29,Great Britain,584.22,193.45,1
Job Searcher,Technology,Technology,2017/05/08,failed,3,Great Britain,38.69,1289.67,1
BANSKY FAKE BANKSY,Art,Art,2017/05/08,failed,6,Great Britain,69.64,1289.67,1
Yummy Sushi Prawn Ebi Nigiri Enamel Pin by Darwin Designs,Illustration,Art,2017/06/29,failed,12,Great Britain,134.13,206.35,1
Mipha (Legend of Zelda) Enamel Pin,Crafts,Crafts,2017/06/26,failed,15,Great Britain,214.09,386.9,1
Gone Sci-Fi Mystery Comic #2 Digital Reboot - 2 Weeks Only,Comic Books,Comics,2017/06/22,successful,84,Great Britain,813.78,644.84,1
Scenarios - The Decision Making Card Game,Playing Cards,Games,2017/06/11,successful,67,Great Britain,8042.4,7738.04,1
Take An Evidence,Tabletop Games,Games,2017/06/07,failed,2,Great Britain,100.59,25793.47,1
MENTAL | Edinburgh Festival Fringe 2017,Theater,Theater,2017/06/07,successful,100,Great Britain,5540.44,5147.09,1
Symbols of Power - Enamel Pins,Accessories,Fashion,2017/06/06,failed,7,Great Britain,158.63,257.93,1
Marine Surveying Expedition - UK,Technology,Technology,2017/06/06,failed,0,Great Britain,0,25793.47,1
Toy-Z: The Ballad of Mr Huggles,Comic Books,Comics,2017/06/06,successful,75,Great Britain,3298.99,3224.18,1
Banter For Better,Webseries,Film & Video,2017/06/06,failed,0,Great Britain,0,32241.84,1
Creative Collaboration By 30 Artists,Art,Art,2017/06/06,successful,26,Great Britain,416.56,77.38,1
STAVE DRUMS AND FULL KITS FROM TIMBER WITH PROVEN PROVENANCE,Crafts,Crafts,2017/06/06,failed,0,Great Britain,0,6448.37,1
Ealdorlight,Video Games,Games,2017/06/06,canceled,472,Great Britain,16206.04,51586.94,1
Shrödinger's Cat - Enamel Pins - is it Dead or Alive?,Design,Design,2017/06/06,successful,22,Great Britain,639.68,451.39,1
Ninja YOU ( POV Ninja Game ) - Android / OS / PC,Games,Games,2017/06/06,failed,0,Great Britain,0,10317.39,1
Elements AR,Mobile Games,Games,2017/06/06,failed,3,Great Britain,27.08,25793.47,1
eto: a beautiful innovation in wine preservation.,Product Design,Design,2017/06/06,successful,6891,Great Britain,1002117.64,70932.05,1
Retro Gaming Vinyl Stickers,Games,Games,2017/06/06,failed,24,Great Britain,201.83,257.93,1
Run(a)way Arab,Shorts,Film & Video,2017/06/04,successful,50,Great Britain,3121.01,2256.93,1
Dead Throne - Board Game + App,Tabletop Games,Games,2017/06/01,canceled,122,Great Britain,11280.77,123808.66,1
Entreprenerd Comic,Comic Books,Comics,2017/05/22,failed,11,Great Britain,198.18,773.8,1
Uncle Sam's Sauceporium,Small Batch,Food,2017/06/21,successful,47,Great Britain,729.96,103.17,1
ReFloristation,Tabletop Games,Games,2017/06/14,failed,234,Great Britain,8599.54,11607.06,1
A different type of YouTube Channel,Television,Film & Video,2017/06/05,failed,2,Great Britain,65.77,19345.1,1
Shadows Behind the Throne,Video Games,Games,2017/06/05,failed,105,Great Britain,2779.25,7738.04,1
A vision for a detergent-free lifestyle.,Technology,Technology,2017/06/05,successful,3,Great Britain,1290.96,1289.67,1
The Slabb - Fully Loaded and Alcoholic Chocolate Bars,Food,Food,2017/06/05,successful,189,Great Britain,3822.59,3224.18,1
Location & Landmark Posters (CUSTOMISABLE),Design,Design,2017/06/05,failed,1,Great Britain,28.37,322.42,1
Universal cycle visor,Accessories,Fashion,2017/06/05,successful,14,Great Britain,535.21,386.9,1
Chip McFitz: A Dame in Starlights,Comic Books,Comics,2017/06/05,successful,52,Great Britain,1014.97,644.84,1
"Jaws of Extinction. Zombie-horror, open-world survival story",Video Games,Games,2017/06/05,failed,203,Great Britain,11948.83,32241.84,1
The Hideout Recording studio and Venue,Music,Music,2017/06/05,failed,0,Great Britain,0,25793.47,1
FoodCell®: Aerodynamic Nutrition Carrier,Product Design,Design,2017/05/31,failed,33,Great Britain,2100.88,25793.47,1
NMEA0183 Wi-Fi Device,Hardware,Technology,2017/05/31,successful,107,Great Britain,9120.57,6448.37,1
Here Comes The Day CD Heather Innes,Country & Folk,Music,2017/05/06,failed,7,Great Britain,224.4,2063.48,1
Super Zero,Comedy,Film & Video,2017/06/20,successful,23,Great Britain,851.18,644.84,1
Music Video: Hindsight,Music Videos,Film & Video,2017/06/06,failed,0,Great Britain,0,644.84,1
Class B (working title),Webseries,Film & Video,2017/06/05,failed,4,Great Britain,1220.03,3224.18,1
K X E Apparel | Season 2,Apparel,Fashion,2017/06/04,failed,1,Great Britain,24.5,219.24,1
TriPhoon Fidget Spinner: More than 80 BILLION possibilities,Product Design,Design,2017/06/04,failed,12,Great Britain,355.95,2579.35,1
101 Cats - A Collection of Illustrations - Volume 1,Art Books,Publishing,2017/06/04,successful,76,Great Britain,2896.61,773.8,1
Yodelling with Yodellynne - A collection of yodelling songs,Music,Music,2017/06/04,failed,19,Great Britain,660.31,4030.23,1
Hike Teide | Leaflet | Memory Book | Video,Publishing,Publishing,2017/05/10,failed,1,Great Britain,25.79,451.39,1
Rock Paper Scissors,Playing Cards,Games,2017/05/05,failed,7,Great Britain,138,27599.01,1
Console Wars - The Beginning (Fan Film),Action,Film & Video,2017/05/05,failed,21,Great Britain,679.66,25793.47,1
The XnX (.moe) project,Mobile Games,Games,2017/06/26,failed,0,Great Britain,0,64.48,1
HOLDr and Twain Wallets,Design,Design,2017/06/23,successful,98,Great Britain,2370.42,644.84,1
Meeting The Tasks: Funding Campaign,Comedy,Film & Video,2017/06/23,successful,21,Great Britain,260.51,128.97,1
GORE BALL Ogres,Tabletop Games,Games,2017/06/19,successful,118,Great Britain,6984.87,322.42,1
Toothville #2,Comic Books,Comics,2017/06/13,successful,34,Great Britain,645.74,644.84,1
Verbwise - An easy way to learn Spanish verbs.,Nonfiction,Publishing,2017/06/08,failed,25,Great Britain,848.61,12380.87,1
Tibbers Workshop's Clay Creations & Teapot Games,Sculpture,Art,2017/06/04,successful,36,Great Britain,3562.08,3482.12,1
Highrised Tales - A range of story books for children,Children's Books,Publishing,2017/06/03,failed,2,Great Britain,38.69,25793.47,1
Future Giants Frame Campaign,Art,Art,2017/06/03,successful,32,Great Britain,4587.37,4255.92,1
DAN & ALICE - an improvised feature film,Narrative Film,Film & Video,2017/06/03,successful,74,Great Britain,14450.79,14186.41,1
EVE The Luxury Watch Holder and Apple Watch Charger,Product Design,Design,2017/05/31,failed,6,Great Britain,341.76,50297.27,1
Ghost Island #2 A supernatural Horror series,Comics,Comics,2017/05/29,successful,149,Great Britain,4191.44,3997.99,1
OWNCARE - HealthCare more convenient than ever!,Technology,Technology,2017/05/24,failed,1,Great Britain,12.9,38690.21,1
What Do You See?,People,Photography,2017/05/24,failed,5,Great Britain,67.06,515.87,1
The Long Haul' - My new album project.,Country & Folk,Music,2017/05/04,failed,11,Great Britain,483.63,3869.02,1
Mega Mutie Mercs - A Wasteman miniature range,Tabletop Games,Games,2017/06/24,successful,87,Great Britain,10018.18,1031.74,1
The Punk Buddhist Journalist,Art,Art,2017/06/14,failed,13,Great Britain,479.76,15476.08,1
Human Interface - Be a Better Human,Tabletop Games,Games,2017/06/12,successful,2173,Great Britain,295296.43,61904.33,1
Zone d'Utopie Temporaire (Z.U.T.) - Artists Residency,Art,Art,2017/06/10,successful,22,Great Britain,1306.44,1289.67,1
Help Us Build Our Bonemill Set,Festivals,Theater,2017/06/09,successful,23,Great Britain,397.22,167.66,1
Colour Contrast Watercolour Book,Painting,Art,2017/06/03,successful,18,Great Britain,2284.01,1934.51,1
Painting Workshops For All To Enjoy,Painting,Art,2017/06/02,successful,17,Great Britain,442.36,386.9,1
Jurassic Plush 2 - Triceratops & Spinosaurus Soft Toys!,Crafts,Crafts,2017/06/02,successful,79,Great Britain,4791.14,4513.86,1
Before I Go - Short Film,Drama,Film & Video,2017/06/02,successful,47,Great Britain,1935.8,1934.51,1
Canterbury Squared,Photobooks,Photography,2017/06/02,failed,7,Great Britain,444.94,3546.6,1
Superbolt presents MARS ACTUALLY & THE JURASSIC PARKS!,Theater,Theater,2017/06/02,successful,108,Great Britain,6369.05,5158.69,1
REWORK DESERTWEAR - THE WORLD'S BEST MODAL CASHMERE BANDANA,Accessories,Fashion,2017/06/02,canceled,5,Great Britain,490.08,64483.68,1
Shreddit - Privacy on Reddit,Software,Technology,2017/06/02,failed,0,Great Britain,0,2579.35,1
TeachKits for information and academic skills,Nonfiction,Publishing,2017/06/02,failed,30,Great Britain,1279.36,1934.51,1
Digital Communication Channel for Deaf and Hard of Hearing,Apps,Technology,2017/06/02,failed,1,Great Britain,25.79,322418.4,1
Realm Master: The Epic Board Game,Tabletop Games,Games,2017/06/02,failed,47,Great Britain,1830.05,5158.69,1
Quirk! The Game,Tabletop Games,Games,2017/06/02,successful,77,Great Britain,1969.33,967.26,1
David Dinero Watches,Jewelry,Fashion,2017/06/02,failed,2,Great Britain,123.81,9027.72,1
The (Meta) Adventures of Mr. Polly (and YOU),Graphic Novels,Comics,2017/06/01,canceled,15,Great Britain,407.54,11607.06,1
Alan Turing - 'Guilty of Love' Album,Musical,Theater,2017/06/01,failed,5,Great Britain,122.52,4191.44,1
Shlack: Pop-up & Chill-out! Beach Towel/Picnic Mat,Product Design,Design,2017/05/18,canceled,218,Great Britain,21011.36,9672.55,1
World's First Fully Upright Hard-sided Case + #HangerHandle,Product Design,Design,2017/05/03,successful,86,Great Britain,8153.32,6448.37,1
Mermay 2017 Colouring Book,Art Books,Publishing,2017/06/16,successful,27,Great Britain,452.68,128.97,1
"The Worlds First, Original Button Jewellery",Product Design,Design,2017/06/06,failed,0,Great Britain,0,1650.78,1
•LiveJackets (Prototype 2),Wearables,Technology,2017/06/01,failed,3,Great Britain,65.77,3869.02,1
RED HOT BRITISH BOYS - 2018 CALENDAR,Calendars,Publishing,2017/06/01,successful,450,Great Britain,24817.19,12863.2,1
FastButton 2.0 - Sew a button in less than a minute!,Fashion,Fashion,2017/06/01,failed,129,Great Britain,3741.34,4642.82,1
XII. 50 Track Album,Punk,Music,2017/06/01,successful,48,Great Britain,1769.43,1676.58,1
Be The Best... a collection of card games for all to enjoy,Playing Cards,Games,2017/06/01,failed,8,Great Britain,362.4,3224.18,1
The Return of Way of the Rodent - Book and Online Archive,Video Games,Games,2017/06/01,failed,121,Great Britain,6982.29,18055.43,1
"In The Jungle 12"" : Smoke Like A Fish remixes,",Electronic Music,Music,2017/06/01,failed,7,Great Britain,167.66,1289.67,1
The 2017 Procedural Generation Jam,Technology,Technology,2017/06/01,successful,268,Great Britain,5879,2579.35,1
"WheelAir®, the cushion that cools all manual wheelchairs",Hardware,Technology,2017/06/01,failed,95,Great Britain,13568.66,38690.21,1
Ariella - Short Film,Drama,Film & Video,2017/06/01,successful,198,Great Britain,13183.07,12896.74,1
"""Cotton Castle : ACB"" - a creative colouring adventure!",Illustration,Art,2017/06/01,successful,69,Great Britain,1345.13,1289.67,1
Escape the Dark Castle,Tabletop Games,Games,2017/06/01,successful,2119,Great Britain,113251.4,14186.41,1
Cyan Clothing - New surf brand UK launch,Accessories,Fashion,2017/06/01,failed,0,Great Britain,0,2579.35,1
31 DAY to help fund Zizzo World Music for Debut album!,Pop,Music,2017/05/31,failed,2,Great Britain,90.28,20505.81,1
nette' Leather Goods | Leather Travel bags made in London,Accessories,Fashion,2017/05/31,successful,38,Great Britain,12923.82,12896.74,1
Break The Line Art Book,Art Books,Publishing,2017/05/31,failed,51,Great Britain,2734.11,3869.02,1
Carcosa - A Lovecraftian board game of Cults and Madness,Tabletop Games,Games,2017/05/30,successful,892,Great Britain,34355.61,7738.04,1
Tired of London: the party game for miserable Londoners.,Tabletop Games,Games,2017/05/26,successful,198,Great Britain,6812.06,6448.37,1
Fat Arm Friday Box,Apparel,Fashion,2017/05/25,failed,3,Great Britain,46.43,967.26,1
Bringing music to life at THE NOISE - Coventry,Music,Music,2017/05/22,failed,5,Great Britain,257.93,7093.2,1
The Divine Trilogy,Fiction,Publishing,2017/05/02,successful,21,Great Britain,1621.12,838.29,1
Miami Sound,Music,Music,2017/06/26,canceled,0,Great Britain,0,1297.81,1
Scotland Polaroid Project,Places,Photography,2017/06/20,canceled,0,Great Britain,0,194.67,1
A Modern Tale - 30 mins Short Feature Film Funding,Festivals,Film & Video,2017/06/10,failed,0,Great Britain,0,1297.81,1
Drunken Film Fest 2017,Film & Video,Film & Video,2017/06/07,successful,19,Great Britain,1297.81,648.9,1
Monster poems for children,Children's Books,Publishing,2017/06/06,failed,6,Great Britain,114.21,2076.49,1
The Stone of Destiny: A Sherlock Holmes Adventure,Publishing,Publishing,2017/06/06,successful,31,Great Britain,1487.29,648.9,1
Deep City Diver - Debut Album,Music,Music,2017/06/06,successful,40,Great Britain,2070,1946.71,1
Suffragettes of 1918 (working title),Drama,Film & Video,2017/06/05,successful,10,Great Britain,389.34,389.34,1
Terra-Formers the foundations of great wargames terrain,Tabletop Games,Games,2017/06/02,successful,57,Great Britain,5902.43,1297.81,1
"1066, Tears to Many Mothers - a card game of War & History",Tabletop Games,Games,2017/06/01,successful,1906,Great Britain,97810.6,25307.26,1
The Advent Christmas Tree,Product Design,Design,2017/05/31,failed,4,Great Britain,292.01,38934.24,1
The Royal Game Of Ur: Laser Cut/3d Printed Playable Replica.,Tabletop Games,Games,2017/05/31,suspended,42,Great Britain,4159.47,2595.62,1
JMArt Space: A space for artists to create with confidence,Web,Technology,2017/05/31,failed,15,Great Britain,970.76,12978.08,1
Singer-Songwriter - Start-Up Costs,Indie Rock,Music,2017/05/31,failed,1,Great Britain,1.3,1297.81,1
Discover - Enamel Pin,Design,Design,2017/05/31,failed,16,Great Britain,320.56,389.34,1
Dango Cat Soft Enamel Pin Badges,Graphic Design,Design,2017/05/31,successful,48,Great Britain,506.15,207.65,1
Start Sharing Seeds,Apps,Technology,2017/05/31,failed,0,Great Britain,0,194.67,1
Virtual Reality Marketplace - VRATTY,Web,Technology,2017/05/31,canceled,1,Great Britain,25.96,194671.2,1
Phase ll Playing Cards,Playing Cards,Games,2017/05/31,canceled,17,Great Britain,2167.34,15573.7,1
"Ply-Works: CNC flat pack furniture, made in Glasgow.",Product Design,Design,2017/05/30,failed,26,Great Britain,2172.53,7786.85,1
Monjoo - loveably ugly pet monsters,Crafts,Crafts,2017/05/29,successful,9,Great Britain,545.08,519.12,1
"Kinetics, the Film: Where Parkinson's Meets Parkour",Drama,Film & Video,2017/05/29,successful,239,Great Britain,26537.58,25956.16,1
Go Pop: Limited Edition Pop Art For The Home,Graphic Design,Design,2017/05/28,successful,61,Great Britain,7972.43,6489.04,1
Fuschia Phlox - A Business of music and words,Fiction,Publishing,2017/05/24,canceled,0,Great Britain,0,467.21,1
Ridlaa - Bong Song ft Da Intergreen Crew,Music Videos,Film & Video,2017/05/24,successful,25,Great Britain,707.31,648.9,1
Ember's debut EP,Country & Folk,Music,2017/05/21,successful,60,Great Britain,1999.92,1946.71,1
MICRO - The World's Smallest Universal Travel Adapter,Product Design,Design,2017/05/16,successful,10590,Great Britain,587421.76,20116.02,1
Mothership Connection EP,Music,Music,2017/05/08,successful,28,Great Britain,648.9,648.9,1
Camp Whisper! - Project restarting!,Video Games,Games,2017/06/15,canceled,7,Great Britain,428.28,648.9,1
The Future Is Equal / Equality T-Shirts by Darwin Designs,Apparel,Fashion,2017/06/08,failed,11,Great Britain,308.88,1038.25,1
Twisted Shorts,Shorts,Film & Video,2017/06/08,failed,3,Great Britain,77.87,1557.37,1
The Murder Club: Useless Deaths - a dark graphic novel,Graphic Novels,Comics,2017/05/30,successful,43,Great Britain,1181.01,1168.03,1
