name,category,subCategory,launched,deadline,result,backers,country,pledged,goal
Believe Soundpainting Orchestra,Experimental,Theater,2017/07/29,2017-09-18,failed,3,IT,149.51,2990.25
Business start up,Photography,Photography,2017/07/29,2017-09-17,failed,1,US,7,4000
Growing with our people - Gastronomy,Farmer's Markets,Food,2017/07/29,2017-09-15,canceled,5,MX,285.83,19809.83
JETBLACK - Small Compact Light Smart Drone Camera,Flight,Technology,2017/07/29,2017-09-12,successful,234,SG,21019.88,14888.71
Dream Baby: Baby Monitor Targeting Sleep Position Analysis,Technology,Technology,2017/07/29,2017-09-07,failed,15,US,4075,30000
HANDYBLEND: THE EVERYDAY PORTABLE MICROBLENDER,Product Design,Design,2017/07/29,2017-09-07,canceled,56,GB,2759.06,39641.64
What I Can Do With My 'Do!,Children's Books,Publishing,2017/07/29,2017-09-05,successful,33,US,1395,1150
Tubular Buildings by Wargame-Model-Mods,Tabletop Games,Games,2017/07/29,2017-09-04,successful,307,GB,39843.81,660.69
Carbon Renegade - A Chronograph Watch Made Of Carbon Fiber,Product Design,Design,2017/07/29,2017-09-02,successful,252,AU,60392.25,20260.96
Living the Amazing Book,Nonfiction,Publishing,2017/07/29,2017-09-01,successful,55,US,5440,5000
What's Your Bid,Tabletop Games,Games,2017/07/29,2017-09-01,successful,384,US,31616,28000
Vann the Artist Paints A Necklace,Children's Books,Publishing,2017/07/29,2017-09-01,successful,143,US,5058,4750
Madison Morgan's Monster Mist,Children's Books,Publishing,2017/07/29,2017-08-31,failed,9,US,782,12500
GetURight Magazine,Publishing,Publishing,2017/07/29,2017-08-31,failed,0,US,0,10000
Cycling educational team,Live Games,Games,2017/07/29,2017-08-31,failed,0,BE,0,1191.99
Enny: The world's smartest solar solution.,Hardware,Technology,2017/07/29,2017-08-31,successful,9,MX,5103.16,2803.32
LYRICS START,Publishing,Publishing,2017/07/29,2017-08-28,failed,1,US,1,29000
Its time to change the Mississippi Flag,Art,Art,2017/07/29,2017-08-28,failed,8,US,169,300
Aeris Waterproof Nylon Backpack With Bluetooth Speaker,Product Design,Design,2017/07/29,2017-08-28,canceled,2,US,78,10000
Liliah Skin Care,DIY,Crafts,2017/07/29,2017-08-28,failed,9,US,411,20000
Vulture Skull Enamel Pin,Accessories,Fashion,2017/07/29,2017-08-28,failed,20,GB,247.27,517.84
EVU (EinerVonUns) Free T-Shirts 4 the people,Fashion,Fashion,2017/07/29,2017-08-28,failed,1,DE,1.19,11189.25
"Help for OUR Elderly Parents, Information Through Interviews",Radio & Podcasts,Publishing,2017/07/29,2017-08-28,failed,1,US,1,1000
Second Class Entertainment - For The Creativity In All Of Us,Comedy,Theater,2017/07/29,2017-08-28,failed,1,GB,1.29,5825.7
OLYMPUSS,Playing Cards,Games,2017/07/29,2017-08-28,failed,17,FR,340.91,2383.99
Sofie Dieu & the Great Alpine gallery: workshops & residency,Painting,Art,2017/07/29,2017-08-28,successful,18,AU,1589.43,1190.29
Organic Vegan Skincare,Fashion,Fashion,2017/07/29,2017-08-28,failed,3,GB,63.44,4531.1
The World's First Futuristic Skeleton Automatic Watch,Product Design,Design,2017/07/29,2017-08-28,successful,90,HK,44375.92,12779.88
The Road to Ayin,Faith,Music,2017/07/29,2017-08-28,successful,90,CA,7137.69,6028.45
Hand Crafted Salvaged Goods. For Man & His Best Friend.,Crafts,Crafts,2017/07/29,2017-08-28,failed,22,US,1135,10000
Skulls and Flies,Illustration,Art,2017/07/29,2017-08-28,failed,1,US,20,1250
"PHUNSTERS Debut with NICE, ""Make Out Album Of The Year""",Indie Rock,Music,2017/07/29,2017-08-28,successful,67,US,9575,9500
Capture The Word: Play your way to a better vocabulary!,Games,Games,2017/07/29,2017-08-28,failed,2,US,80,40000
Straws: 100% Renewable and Sustainable,Gadgets,Technology,2017/07/29,2017-08-28,failed,1,MX,151.38,56066.38
Manual Phone Case Charger,Product Design,Design,2017/07/29,2017-08-28,failed,9,GB,822.07,12945.99
The ChickenDuck Show,Animation,Film & Video,2017/07/29,2017-08-28,canceled,19,US,1088,14000
Join the Book Launch! Spirit Chronicles A Power Encounter,Children's Books,Publishing,2017/07/29,2017-08-27,successful,33,US,2390,2000
Triplicate,Shorts,Film & Video,2017/07/29,2017-08-25,failed,22,GB,1305.4,3349.41
Help Cosmozoa make a great album-artifact!,Music,Music,2017/07/29,2017-08-21,successful,63,US,4140,4000
TOTALITY 2017: The Great American Eclipse,Photography,Photography,2017/07/29,2017-08-19,successful,63,SE,4595.09,2608.73
Asphalt Empire: A Deck and Tableau Builder for degenerates!,Tabletop Games,Games,2017/07/29,2017-08-19,failed,4,US,385,2100
The Naked Comedian,Comedy,Theater,2017/07/29,2017-08-19,failed,3,US,135,550
"Homeworld: Color, Cons, & Cosplay",Documentary,Film & Video,2017/07/29,2017-08-17,failed,8,US,1605,65000
“SORRY” Enamel Pins • Canada Edition,Accessories,Fashion,2017/07/29,2017-08-16,failed,4,CA,88.49,948.09
Participate in the making of a movie.,Mixed Media,Art,2017/07/29,2017-08-13,failed,0,US,0,1000
Becca's Art & Crafts,Art,Art,2017/07/29,2017-08-12,failed,1,US,10,350
THE SOAP HOCKEY PROJECT,Live Games,Games,2017/07/29,2017-08-12,successful,27,US,6356,5000
Cece's t-shirts,Apparel,Fashion,2017/07/29,2017-08-08,failed,8,US,58,3600
"48 Page Portfolio Magazine ""APOGEE""",Zines,Publishing,2017/07/29,2017-08-07,successful,15,US,7287,7250
WarStages: The Gothic Cathedral,Tabletop Games,Games,2017/07/29,2017-08-05,successful,681,US,202618,60000
Tiny house food Trailer,Food Trucks,Food,2017/07/28,2017-09-26,failed,6,US,923,10000
Lighter Cycles,Art,Art,2017/07/28,2017-09-26,failed,8,US,34,3000
New Business in publishing printing books,Print,Journalism,2017/07/28,2017-09-26,failed,2,US,2,5000
Augmented Reality AIR Native Extension,Software,Technology,2017/07/28,2017-09-26,successful,15,AU,4636.23,3602.47
My Personal Tourist,Apps,Technology,2017/07/28,2017-09-26,failed,2,IT,7.08,21250.72
Antarctica- Tears of the sea,Photography,Photography,2017/07/28,2017-09-26,successful,93,AU,7486.88,6656.75
LAMPArino,Product Design,Design,2017/07/28,2017-09-26,failed,3,IT,62.57,1180.6
For the Love of Cinema (Short Film),Drama,Film & Video,2017/07/28,2017-09-26,successful,29,AU,1607.8,1174.72
Wheel of Eats,Apps,Technology,2017/07/28,2017-09-26,failed,3,US,16,1000
Strongbox,Software,Technology,2017/07/28,2017-09-26,failed,5,CA,173.63,64308.68
Love Touch Fragrance for Men,Accessories,Fashion,2017/07/28,2017-09-21,failed,0,US,0,15000
Losers Hate to Win,Comedy,Film & Video,2017/07/28,2017-09-18,failed,15,US,690,10000
"Restore Vitaphone's 8 Famous Victor Artists ""At The Club""",Pop,Music,2017/07/28,2017-09-16,successful,79,US,13982,13500
FidgaPen Prototype,Tabletop Games,Games,2017/07/28,2017-09-16,suspended,3,US,60,6000
Vizy - World’s Safest Car Mount. Period.,Technology,Technology,2017/07/28,2017-09-11,canceled,169,ES,4580.64,9570.41
POETS FOR PEACE,Anthologies,Publishing,2017/07/28,2017-09-11,failed,4,US,46,5000
Leather wooden fashion sling bag,Accessories,Fashion,2017/07/28,2017-09-11,failed,8,HK,453.54,12793.78
Magna Cat Toilet - The world's first extendable cat toilet!,Product Design,Design,2017/07/28,2017-09-06,failed,2,GB,27.75,165173.5
TheFinder,Apps,Technology,2017/07/28,2017-09-06,failed,4,CH,159.67,10574.29
28mm Army of Spartacus,Tabletop Games,Games,2017/07/28,2017-09-03,canceled,10,GB,658.05,2907.05
Mississippi's Own: Sean Soul Music,Music,Music,2017/07/28,2017-09-03,failed,1,US,100,5000
Genesis: Kindness begins at home,Shorts,Film & Video,2017/07/28,2017-09-02,canceled,0,AU,0,4052.19
BarAonda Cafè Family Bar,Restaurants,Food,2017/07/28,2017-09-01,failed,0,IT,0,27415.87
30 on 50,Documentary,Film & Video,2017/07/28,2017-09-01,failed,4,US,4,50
Jeff Sturgeon's Last Cities of Earth - The Illustrated Books,Publishing,Publishing,2017/07/28,2017-09-01,failed,223,US,9910,35000
Good Company Brewing,Technology,Technology,2017/07/28,2017-09-01,successful,41,US,2731,1000
"The New VODA, Issue 1",Comic Books,Comics,2017/07/28,2017-09-01,successful,64,US,2011,1800
Every Sacred Sunday: A Catholic Mass Journal,Publishing,Publishing,2017/07/28,2017-09-01,successful,2769,US,199119,28000
These Little Words'- The Final Hurdle!,Country & Folk,Music,2017/07/28,2017-09-01,successful,24,GB,480.3,453.11
The New Livesglass - Your Pocket Size Green House,Product Design,Design,2017/07/28,2017-09-01,canceled,357,AU,19282.34,39676.24
Documentary: Danzas Puertorriqueñas for Classical Guitar,World Music,Music,2017/07/28,2017-08-31,canceled,1,US,500,5500
Summer in Orcus,Fiction,Publishing,2017/07/28,2017-08-28,successful,795,US,30560,6500
"Proceed - A Beautiful, Terrifying , 2D Universe",Video Games,Games,2017/07/28,2017-08-28,failed,97,GB,6621.87,27186.58
Magical Boy Basil #2,Comic Books,Comics,2017/07/28,2017-08-28,successful,128,US,6035,4500
Anna's Alaska: Off the Eaten Path,Television,Film & Video,2017/07/28,2017-08-28,successful,32,US,10170,10000
Decision Maker,Product Design,Design,2017/07/28,2017-08-27,canceled,1,NZ,17.91,3582.18
Coffee Shack,Spaces,Food,2017/07/28,2017-08-27,failed,5,US,90,3600
K'AMOUR,Jewelry,Fashion,2017/07/28,2017-08-27,canceled,1,US,100,50000
Fightin' Words!,Tabletop Games,Games,2017/07/28,2017-08-27,failed,28,US,683,5000
Charity project,Journalism,Journalism,2017/07/28,2017-08-27,failed,1,IT,5.96,2383.99
The Steve Series,Video Games,Games,2017/07/28,2017-08-27,failed,3,US,190,1000
Rank of Hands,Tabletop Games,Games,2017/07/28,2017-08-27,failed,18,US,1201,5500
Online contest for baked goods,Web,Technology,2017/07/28,2017-08-27,failed,0,US,0,5000
"RAINBOW Wizard Of Oz Enamel Keyring, Necklace & Patch",Illustration,Art,2017/07/28,2017-08-27,successful,40,GB,932.11,582.57
The Neckbeard's Den,Video Games,Games,2017/07/28,2017-08-27,canceled,0,US,0,5500
Angels - A Live Shoot,Photobooks,Photography,2017/07/28,2017-08-27,failed,0,US,0,800
Opus Dei - Feature Length Neo-Noir Horror,Narrative Film,Film & Video,2017/07/28,2017-08-27,failed,23,GB,2217.65,19418.98
Molly Ringwald | Breakfast Club | Soft Enamel Pin,Jewelry,Fashion,2017/07/28,2017-08-27,failed,7,US,106,1200
Re-Lax Poly 1: Completely Recycled Lacrosse Head,Product Design,Design,2017/07/28,2017-08-27,failed,19,US,1225,22000
"Brazil, Afro-Brazilians And Carnival",Journalism,Journalism,2017/07/28,2017-08-27,failed,1,GB,12.95,5178.4
Lamb's Ear,Poetry,Publishing,2017/07/28,2017-08-27,successful,32,GB,845.37,712.03
If You Seek a Pleasant Peninsula,Country & Folk,Music,2017/07/28,2017-08-27,successful,10,US,570,550
Land of the Lords (2nd Run),Tabletop Games,Games,2017/07/28,2017-08-27,failed,31,US,374,5000
Deep Sea Purrmaids: Cute and Purrfect Mermaid Cat Plush Toys,Crafts,Crafts,2017/07/28,2017-08-27,successful,475,US,40791,33000
24SEVEN,Software,Technology,2017/07/28,2017-08-27,failed,0,US,0,50000
Paxson: A Home in Common,Documentary,Film & Video,2017/07/28,2017-08-27,failed,40,US,3070,12000
Clinical Documentation Specialist Tool,Software,Technology,2017/07/28,2017-08-27,canceled,0,US,0,9500
SWAPiT,Apps,Technology,2017/07/28,2017-08-27,failed,0,NO,0,6439.4
CRIT KIT - Dice Tray and Portable Dungeon,Tabletop Games,Games,2017/07/28,2017-08-27,successful,24,US,2680,2500
AN22 Titanium Futuristic EDC Retractable Blade & Multi-Tool,Product Design,Design,2017/07/28,2017-08-27,canceled,72,AU,2901.92,14283.45
Build-A-Spinz,Product Design,Design,2017/07/28,2017-08-27,failed,16,US,3794,19000
Creator's Co-Op makerspace,DIY,Crafts,2017/07/28,2017-08-27,failed,1,US,5,10000
Final Boss: The card game,Tabletop Games,Games,2017/07/28,2017-08-27,successful,717,ES,28743.76,10727.95
Night Angel Deployable Light System,Gadgets,Technology,2017/07/28,2017-08-27,canceled,2,US,600,100000
Convert MIDI files to Tabulature or Music Sheet w/ Fingering,Music,Music,2017/07/28,2017-08-27,failed,1,DE,29.8,2979.99
Runner's Republic,Comedy,Film & Video,2017/07/28,2017-08-27,failed,37,CA,1954.02,16075.88
Abonauten Gin Abonnement,Drinks,Food,2017/07/28,2017-08-27,successful,40,DE,12270.39,11919.95
The last of a music producing breed...,Music,Music,2017/07/28,2017-08-27,failed,0,US,0,20000
The future is female - Enamel Pins,Accessories,Fashion,2017/07/28,2017-08-27,successful,3,ES,60.79,59.6
Vampire The Masquerade: Fan Fic Series,Film & Video,Film & Video,2017/07/28,2017-08-27,canceled,2,US,20,10000
Animal and Pet Paintings by Ann,Painting,Art,2017/07/28,2017-08-27,failed,0,US,0,6495
AmaiVegan: Vegan Friendly Japanese Snack Box,Vegan,Food,2017/07/28,2017-08-27,successful,52,GB,3944.64,3689.61
Wild West Printable Terrain,Tabletop Games,Games,2017/07/28,2017-08-27,successful,182,DE,8583.55,357.6
"Backed By Camera makes backing trailers Simple, even Solo!",Gadgets,Technology,2017/07/28,2017-08-27,failed,6,US,382,5000
CLEAN PICKS FOOD AND NUTRITION,Events,Food,2017/07/28,2017-08-27,failed,1,US,5,5000
International Aesthetics Microphone,Family,Film & Video,2017/07/28,2017-08-27,failed,0,MX,0,224.27
airU: Made to set you free,Product Design,Design,2017/07/28,2017-08-27,failed,9,DK,713.16,9615.69
Philosopher & Fool,Music,Music,2017/07/28,2017-08-27,failed,1,US,100,1500
Second Harvest,Farms,Food,2017/07/28,2017-08-27,successful,8,US,1049,1000
PPG Revealed - An in-depth look into Powered Paragliding,Video,Journalism,2017/07/28,2017-08-27,failed,0,US,0,1800
Music Goals,Music,Music,2017/07/28,2017-08-27,canceled,3,US,65,100
TTi-108 Titanium Bolt Action Pen • Tactical Ver.,Product Design,Design,2017/07/28,2017-08-27,successful,43,AU,9431.84,3967.62
"""Coaster your phone.""",Technology,Technology,2017/07/28,2017-08-27,failed,3,US,201,20000
RAPID EYE #2,Comics,Comics,2017/07/28,2017-08-27,successful,60,US,1122,1000
Disrupt: The Process of Drug Addiction,Nonfiction,Publishing,2017/07/28,2017-08-27,failed,0,US,0,25000
Italian Designed and Crafted Watches Guerra & Zulian,Product Design,Design,2017/07/28,2017-08-27,failed,7,IT,4137.41,56023.74
Bee,Video Games,Games,2017/07/28,2017-08-27,canceled,32,GB,1055.1,64729.95
Monsterhearts: Skin Deep,Tabletop Games,Games,2017/07/28,2017-08-27,successful,152,US,5684,2500
"The Terminator ™ multimedia speaker, built-in Amazon Alexa",Sound,Technology,2017/07/28,2017-08-27,failed,84,GB,30512.4,174770.86
Transcendent sound,Music,Music,2017/07/28,2017-08-27,failed,1,DK,16.03,4006.54
Hopeful Traders: Clothing Brand Collaboration With Homeless,Apparel,Fashion,2017/07/28,2017-08-27,failed,63,GB,4405.52,10356.79
Hiraethia,Mobile Games,Games,2017/07/28,2017-08-27,canceled,68,US,4822.17,30000
"Temporizador Digital para Videojuegos,",Games,Games,2017/07/28,2017-08-27,failed,0,MX,0,1121.33
Skeeters - a Children's Book Supporting Adoption,Children's Books,Publishing,2017/07/28,2017-08-27,successful,50,US,8300,8000
Joshua's Amazing Adventures,Children's Books,Publishing,2017/07/28,2017-08-27,failed,4,US,120,4500
Carbon Fiber Ring - Ultra Light and Thin,Jewelry,Fashion,2017/07/28,2017-08-27,successful,20,US,602,500
Inspire: Joy | Allow | Decide - Intentions Manifested,Photobooks,Photography,2017/07/28,2017-08-27,failed,16,US,840,25000
United Shapes of America: Congressional Coloring Book,Children's Books,Publishing,2017/07/28,2017-08-27,successful,31,US,915,200
Hero: Sandwich Evolved,Video Games,Games,2017/07/28,2017-08-27,failed,14,US,2076,16500
First Recon,Video Games,Games,2017/07/28,2017-08-27,failed,3,US,145,4000
We are a small chicken farm that is trying to grow.,Farms,Food,2017/07/28,2017-08-27,failed,2,US,15,800
Notes To A Friend: The Experience,Installations,Art,2017/07/28,2017-08-27,successful,370,US,56500,50000
SmartMote - Alexa enabled smart home made affordable,Gadgets,Technology,2017/07/28,2017-08-27,successful,451,US,25770,5000
Ministry Classifieds,Web,Technology,2017/07/28,2017-08-27,failed,2,US,60,6000
Bueshang's Creations - Raven Skull Mask,Art,Art,2017/07/28,2017-08-27,successful,21,AU,4887.32,2380.57
Lumpy Bird Pins,Art,Art,2017/07/28,2017-08-27,successful,84,US,1463,650
Dawn of Reckoning 2,Action,Film & Video,2017/07/28,2017-08-27,failed,2,US,110,2000
New Album,Faith,Music,2017/07/28,2017-08-27,failed,5,US,670,3500
Awesome eco-friendly bamboo cars,Design,Design,2017/07/28,2017-08-27,successful,93,AU,8216.16,7935.25
A Dinosaur sends your a Christmas Card,Graphic Design,Design,2017/07/28,2017-08-27,failed,2,HK,14.06,63.9
Gourmet Any Day Take-Away Meals,Food,Food,2017/07/28,2017-08-27,failed,9,US,610,2000
Real Livestreamed Survival Series Death Race,Television,Film & Video,2017/07/28,2017-08-27,failed,5,US,285,15000
MINIMALIST BASEBALL - Fine Art Gallery in Anaheim,Public Art,Art,2017/07/28,2017-08-27,successful,327,US,29299,17042
The J. Simunds Foundation,Music,Music,2017/07/28,2017-08-27,failed,0,US,0,500
Shapes,Apps,Technology,2017/07/28,2017-08-27,failed,0,US,0,3000
Almost Always Muddy: immersive playful family theatre,Immersive,Theater,2017/07/28,2017-08-27,successful,271,GB,16866.03,16182.49
Latino-Clothing,Apparel,Fashion,2017/07/28,2017-08-27,failed,0,AU,0,3967.62
"SIDEWALL PATCH FOR ATV, SIDE BY SIDE, ZERO TURN AND TRACTORS",Technology,Technology,2017/07/28,2017-08-27,failed,22,US,1689,40000
Capturing the Light,Photobooks,Photography,2017/07/28,2017-08-27,successful,83,US,9592,6500
SaeLah's Debut!!,Hip-Hop,Music,2017/07/28,2017-08-27,failed,4,US,205,5000
The Statement Belt - An Automatic Belt with Statement Buckle,Accessories,Fashion,2017/07/28,2017-08-27,canceled,3,US,120,15000
Indoor Mural: Tr*mp is Andy Warhol's Campbells Soup Can,Installations,Art,2017/07/28,2017-08-27,failed,0,US,0,25000
Framables,Conceptual Art,Art,2017/07/28,2017-08-27,failed,0,US,0,10000
Mr Pretty Pictures Artistic Photography,Nature,Photography,2017/07/28,2017-08-27,failed,0,US,0,3500
Mylo Makes an Album!,Pop,Music,2017/07/28,2017-08-27,successful,56,US,4010,3200
Spin Down Pewter Life Counters For Magic The Gathering,Games,Games,2017/07/28,2017-08-27,successful,101,CA,4616.19,1607.59
Art of Chase,Illustration,Art,2017/07/28,2017-08-27,failed,6,US,300,1500
"""Modernizar La Gastronomía Local Sin Perder El Sabor Típico""",Restaurants,Food,2017/07/28,2017-08-26,failed,0,MX,0,44853.11
Music,Rock,Music,2017/07/28,2017-08-26,failed,0,US,0,3250
Sullivan's Summer - An Overcast Exploration of Wild Scotland,Experimental,Film & Video,2017/07/28,2017-08-25,canceled,31,GB,1391.31,5129.26
UNDIVE DARK SEA 500m,Product Design,Design,2017/07/28,2017-08-25,successful,181,HK,85744.62,31957.87
Juicy Body - The book,Photobooks,Photography,2017/07/28,2017-08-24,successful,112,SE,5578.95,4969.01
Reincarnation 2017,Performance Art,Art,2017/07/28,2017-08-23,failed,32,IE,732.1,1771.21
Customisable Pocket Organiser Wallet by SUB LABEL,Product Design,Design,2017/07/28,2017-08-21,canceled,10,SG,1230.42,1103.18
A Lost Cargo - aka the 7 Flaming 7,Installations,Art,2017/07/28,2017-08-18,successful,85,US,3734.66,3500
"""Life is a Swing Follow Through"" - Apparel with a Purpose",Apparel,Fashion,2017/07/28,2017-08-18,failed,0,US,0,4000
The Robin's Nest,Civic Design,Design,2017/07/28,2017-08-17,successful,16,US,3920,3500
